iter	MultiClass
0	1.294502295
1	1.088247516
2	0.9352217867
3	0.8147721168
4	0.7172236383
5	0.6356728371
6	0.5667772341
7	0.5072647968
8	0.4548769134
9	0.4098092747
10	0.3704616914
11	0.3355814134
12	0.304822102
13	0.2772625459
14	0.252495414
15	0.2298388964
16	0.2099143077
17	0.1922713748
18	0.1762487924
19	0.1611260641
20	0.1474673719
21	0.135344904
22	0.1242643516
23	0.1145039871
24	0.105136193
25	0.09684880535
26	0.08939911797
27	0.08245920133
28	0.07574449241
29	0.07004131641
30	0.06440788184
31	0.05971002334
32	0.05557999385
33	0.05133761038
34	0.04759516976
35	0.04429903598
36	0.04102514835
37	0.03786375411
38	0.03549117156
39	0.03328048698
40	0.03127625754
41	0.0289271354
42	0.02720213865
43	0.02518923984
44	0.02346934083
45	0.02185617993
46	0.02070237845
47	0.01950690808
48	0.01836577785
49	0.01727188605
50	0.01628622968
51	0.0151615771
52	0.01442193226
53	0.01355412629
54	0.0127151663
55	0.01211237683
56	0.01151516491
57	0.01095961962
58	0.0104172827
59	0.009757174121
60	0.009288612326
61	0.008840738485
62	0.008416382289
63	0.008010086063
64	0.007567919912
65	0.007272308167
66	0.007014119922
67	0.006647026081
68	0.006331770997
69	0.006119476525
70	0.005900432314
71	0.005696898768
72	0.005456845992
73	0.005210404555
74	0.005009123496
75	0.004841231721
76	0.00466284411
77	0.004485629091
78	0.004309332455
79	0.004168961423
80	0.00403593439
81	0.003948865237
82	0.003810012057
83	0.003709749907
84	0.003589311717
85	0.003468417683
86	0.003316627061
87	0.003241707577
88	0.003163643113
89	0.00305891299
90	0.002961944844
91	0.002911267499
92	0.002844090126
93	0.002772128071
94	0.00270872763
95	0.00261679718
96	0.002527257331
97	0.002469987291
98	0.002394942837
99	0.002326626865
100	0.002267511099
101	0.00222228913
102	0.002175871636
103	0.002119215975
104	0.002076839337
105	0.002046975499
106	0.001996246222
107	0.001949385329
108	0.001896221794
109	0.001852072591
110	0.001813332877
111	0.001772714985
112	0.001733838382
113	0.001696602372
114	0.001660913257
115	0.00162668379
116	0.001593832666
117	0.001562284065
118	0.001531967227
119	0.001502816067
120	0.001474768821
121	0.00144776772
122	0.001421758696
123	0.001396691105
124	0.001372517479
125	0.001349193295
126	0.001326676766
127	0.00130492864
128	0.001283912027
129	0.001263592232
130	0.001243936601
131	0.001224914384
132	0.001206496604
133	0.001188655935
134	0.001171366597
135	0.001154604247
136	0.001138345892
137	0.001122569795
138	0.001107255398
139	0.001092383244
140	0.001077934909
141	0.001063892939
142	0.001050240786
143	0.001036962754
144	0.001024043947
145	0.001011470222
146	0.0009992281407
147	0.0009873049316
148	0.0009756884474
149	0.0009643671305
150	0.0009533299785
151	0.0009425665123
152	0.0009320667462
153	0.0009218211609
154	0.0009118206766
155	0.0009020566293
156	0.0008925207479
157	0.0008832051327
158	0.0008741022355
159	0.0008652048409
160	0.0008565060487
161	0.000847999257
162	0.0008396781475
163	0.0008315366699
164	0.0008235690288
165	0.0008157696707
166	0.0008081332717
167	0.0008006547261
168	0.0007933291355
169	0.0007861517991
170	0.0007791182032
171	0.0007722240132
172	0.0007654650642
173	0.0007588373534
174	0.0007523370323
175	0.0007459603995
176	0.000739703894
177	0.0007335640886
178	0.0007275376837
179	0.0007216215019
180	0.0007158124821
181	0.0007101076746
182	0.000704504236
183	0.0006989994247
184	0.0006935905962
185	0.0006882751992
186	0.0006830507714
187	0.0006779149359
188	0.0006728653974
189	0.0006678999387
190	0.0006630164179
191	0.0006582127647
192	0.000653486978
193	0.0006488371227
194	0.0006442613272
195	0.0006397577807
196	0.000635324731
197	0.0006309604822
198	0.0006266633921
199	0.0006224318705
200	0.000618264377
201	0.0006141594193
202	0.000610115551
203	0.0006061313701
204	0.0006022055174
205	0.0005983366746
206	0.0005945235632
207	0.0005907649426
208	0.0005870596089
209	0.0005834063937
210	0.0005798041626
211	0.0005762518142
212	0.0005727482784
213	0.0005692925162
214	0.0005658835177
215	0.0005625203017
216	0.0005592019141
217	0.0005559274278
218	0.000552695941
219	0.0005495065768
220	0.0005463584819
221	0.0005432508265
222	0.0005401828027
223	0.0005371536247
224	0.0005341625269
225	0.0005312087646
226	0.0005282916119
227	0.0005254103624
228	0.0005225643277
229	0.0005197528369
230	0.0005169752367
231	0.0005142308899
232	0.0005115191758
233	0.0005088394889
234	0.0005061912389
235	0.0005035738503
236	0.0005009867615
237	0.0004984294247
238	0.0004959013055
239	0.0004934018823
240	0.0004909306461
241	0.0004884871001
242	0.0004860707592
243	0.0004836811496
244	0.000481317809
245	0.0004789802854
246	0.0004766681377
247	0.0004743809347
248	0.0004721182551
249	0.0004698796873
250	0.0004676648291
251	0.0004654732869
252	0.0004633046766
253	0.000461158622
254	0.0004590347556
255	0.0004569327179
256	0.0004548521573
257	0.0004527927298
258	0.0004507540988
259	0.0004487359351
260	0.0004467379164
261	0.0004447597273
262	0.0004428010591
263	0.0004408616097
264	0.0004389410831
265	0.0004370391897
266	0.0004351556457
267	0.0004332901734
268	0.0004314425004
269	0.0004296123603
270	0.0004277994919
271	0.0004260036392
272	0.0004242245514
273	0.0004224619828
274	0.0004207156925
275	0.0004189854444
276	0.000417271007
277	0.0004155721533
278	0.0004138886608
279	0.0004122203114
280	0.0004105668909
281	0.0004089281896
282	0.0004073040014
283	0.0004056941245
284	0.0004040983606
285	0.0004025165154
286	0.0004009483979
287	0.000399393821
288	0.0003978526009
289	0.0003963245572
290	0.0003948095128
291	0.0003933072939
292	0.0003918177298
293	0.0003903406529
294	0.0003888758987
295	0.0003874233054
296	0.0003859827145
297	0.0003845539698
298	0.0003831369184
299	0.0003817314097
300	0.0003803372958
301	0.0003789544316
302	0.0003775826743
303	0.0003762218836
304	0.0003748719216
305	0.0003735326529
306	0.0003722039442
307	0.0003708856647
308	0.0003695776856
309	0.0003682798803
310	0.0003669921244
311	0.0003657142956
312	0.0003644462735
313	0.0003631879398
314	0.000361939178
315	0.0003606998737
316	0.0003594699142
317	0.0003582491888
318	0.0003570375884
319	0.0003558350059
320	0.0003546413355
321	0.0003534564736
322	0.0003522803178
323	0.0003511127677
324	0.0003499537241
325	0.0003488030898
326	0.0003476607687
327	0.0003465266664
328	0.00034540069
329	0.0003442827479
330	0.00034317275
331	0.0003420706076
332	0.0003409762332
333	0.0003398895408
334	0.0003388104457
335	0.0003377388643
336	0.0003366747144
337	0.0003356179151
338	0.0003345683864
339	0.0003335260499
340	0.000332490828
341	0.0003314626443
342	0.0003304414239
343	0.0003294270924
344	0.0003284195769
345	0.0003274188054
346	0.000326424707
347	0.0003254372118
348	0.0003244562509
349	0.0003234817563
350	0.000322513661
351	0.0003215518991
352	0.0003205964055
353	0.000319647116
354	0.0003187039673
355	0.000317766897
356	0.0003168358436
357	0.0003159107464
358	0.0003149915456
359	0.0003140781821
360	0.0003131705978
361	0.0003122687352
362	0.0003113725377
363	0.0003104819494
364	0.0003095969152
365	0.0003087173808
366	0.0003078432923
367	0.000306974597
368	0.0003061112426
369	0.0003052531776
370	0.000304400351
371	0.0003035527127
372	0.0003027102132
373	0.0003018728035
374	0.0003010404354
375	0.0003002130613
376	0.0002993906342
377	0.0002985731077
378	0.0002977604359
379	0.0002969525736
380	0.0002961494762
381	0.0002953510995
382	0.0002945574002
383	0.000293768335
384	0.0002929838618
385	0.0002922039384
386	0.0002914285236
387	0.0002906575765
388	0.0002898910567
389	0.0002891289243
390	0.00028837114
391	0.0002876176649
392	0.0002868684605
393	0.000286123489
394	0.0002853827127
395	0.0002846460948
396	0.0002839135986
397	0.000283185188
398	0.0002824608272
399	0.000281740481
400	0.0002810241145
401	0.0002803116933
402	0.0002796031832
403	0.0002788985508
404	0.0002781977626
405	0.000277500786
406	0.0002768075883
407	0.0002761181375
408	0.000275432402
409	0.0002747503502
410	0.0002740719513
411	0.0002733971746
412	0.0002727259898
413	0.000272058367
414	0.0002713942766
415	0.0002707336893
416	0.0002700765762
417	0.0002694229087
418	0.0002687726585
419	0.0002681257977
420	0.0002674822986
421	0.0002668421338
422	0.0002662052763
423	0.0002655716994
424	0.0002649413767
425	0.0002643142819
426	0.0002636903893
427	0.0002630696733
428	0.0002624521084
429	0.0002618376698
430	0.0002612263327
431	0.0002606180725
432	0.0002600128651
433	0.0002594106865
434	0.000258811513
435	0.0002582153211
436	0.0002576220877
437	0.0002570317898
438	0.0002564444046
439	0.0002558599098
440	0.000255278283
441	0.0002546995023
442	0.000254123546
443	0.0002535503924
444	0.0002529800203
445	0.0002524124085
446	0.0002518475362
447	0.0002512853828
448	0.0002507259277
449	0.0002501691508
450	0.000249615032
451	0.0002490635515
452	0.0002485146897
453	0.0002479684271
454	0.0002474247445
455	0.0002468836229
456	0.0002463450435
457	0.0002458089876
458	0.0002452754367
459	0.0002447443726
460	0.0002442157771
461	0.0002436896324
462	0.0002431659207
463	0.0002426446244
464	0.0002421257262
465	0.0002416092088
466	0.0002410950552
467	0.0002405832485
468	0.000240073772
469	0.0002395666091
470	0.0002390617435
471	0.0002385591588
472	0.0002380588391
473	0.0002375607684
474	0.0002370649308
475	0.0002365713109
476	0.0002360798932
477	0.0002355906622
478	0.0002351036029
479	0.0002346187001
480	0.0002341359391
481	0.000233655305
482	0.0002331767833
483	0.0002327003594
484	0.0002322260191
485	0.0002317537481
486	0.0002312835323
487	0.0002308153579
488	0.0002303492109
489	0.0002298850777
490	0.0002294229448
491	0.0002289627987
492	0.0002285046261
493	0.0002280484138
494	0.0002275941487
495	0.000227141818
496	0.0002266914087
497	0.0002262429081
498	0.0002257963037
499	0.0002253515829
500	0.0002249087334
501	0.0002244677429
502	0.0002240285992
503	0.0002235912904
504	0.0002231558044
505	0.0002227221295
506	0.0002222902539
507	0.000221860166
508	0.0002214318542
509	0.0002210053072
510	0.0002205805135
511	0.0002201574621
512	0.0002197361418
513	0.0002193165415
514	0.0002188986504
515	0.0002184824575
516	0.0002180679522
517	0.0002176551237
518	0.0002172439616
519	0.0002168344554
520	0.0002164265947
521	0.0002160203692
522	0.0002156157686
523	0.000215212783
524	0.0002148114023
525	0.0002144116164
526	0.0002140134157
527	0.0002136167902
528	0.0002132217303
529	0.0002128282265
530	0.000212436269
531	0.0002120458486
532	0.0002116569558
533	0.0002112695813
534	0.000210883716
535	0.0002104993506
536	0.0002101164762
537	0.0002097350837
538	0.0002093551642
539	0.0002089767088
540	0.0002085997088
541	0.0002082241556
542	0.0002078500404
543	0.0002074773547
544	0.00020710609
545	0.0002067362379
546	0.0002063677901
547	0.0002060007382
548	0.0002056350741
549	0.0002052707895
550	0.0002049078765
551	0.0002045463269
552	0.0002041861329
553	0.0002038272865
554	0.0002034697799
555	0.0002031136054
556	0.0002027587551
557	0.0002024052215
558	0.000202052997
559	0.0002017020741
560	0.0002013524453
561	0.0002010041031
562	0.0002006570403
563	0.0002003112495
564	0.0001999667235
565	0.0001996234551
566	0.0001992814372
567	0.0001989406627
568	0.0001986011246
569	0.0001982628159
570	0.0001979257298
571	0.0001975898593
572	0.0001972551977
573	0.0001969217383
574	0.0001965894742
575	0.0001962583989
576	0.0001959285057
577	0.0001955997882
578	0.0001952722398
579	0.000194945854
580	0.0001946206245
581	0.0001942965449
582	0.0001939736089
583	0.0001936518102
584	0.0001933311427
585	0.0001930116001
